,NCESDist,year,School District Type,Total!!Population 16 years and over,Employment/Population Ratio!!Population 16 years and over,Unemployment rate!!Population 16 years and over,Total!!Population 20 to 64 years,Employment/Population Ratio!!Population 20 to 64 years,Unemployment rate!!Population 20 to 64 years
0,604740,2018,Unified,109560.0,58.1,3.9,79537.0,69.6,3.6
1,634710,2018,Unified,63248.0,62.3,3.8,49083.0,75.9,3.3
2,604290,2018,Unified,50539.0,56.1,3.4,34450.0,74.2,3.6
3,610620,2018,Unified,71904.0,50.2,5.8,52289.0,61.1,4.7
4,611110,2018,Unified,166990.0,46.8,10.7,104703.0,67.2,10.4
5,634620,2018,Unified,284791.0,59.7,5.3,206526.0,74.7,4.9
6,634680,2018,Unified,61382.0,66.1,3.0,47952.0,79.0,2.8
7,607500,2018,Unified,,,,,,
8,613920,2018,Unified,146479.0,62.8,5.9,119270.0,72.5,4.8
9,623080,2018,Unified,66172.0,53.2,4.3,45286.0,69.4,3.7
10,624500,2018,Unified,63392.0,61.6,3.6,51171.0,71.7,3.6
11,625470,2018,Unified,132736.0,59.9,6.0,100330.0,73.2,5.7
12,604440,2018,Unified,63419.0,64.8,7.6,51956.0,75.6,7.3
13,627690,2018,Unified,100148.0,59.9,4.3,73945.0,75.1,3.9
14,630660,2018,Unified,129581.0,63.3,3.8,95286.0,78.0,3.5
15,631320,2018,Unified,132176.0,59.2,6.1,100595.0,72.1,5.0
16,633840,2018,Unified,272427.0,58.3,7.0,204546.0,72.9,6.4
17,614400,2018,Unified,190200.0,65.3,3.3,150561.0,77.5,2.8
18,643470,2018,Unified,55889.0,53.8,9.2,40732.0,66.3,9.4
19,636840,2018,Unified,105635.0,64.1,4.0,77267.0,78.9,3.5
20,600028,2018,Unified,124395.0,58.6,4.6,97665.0,70.5,4.0
21,615180,2018,Unified,,,,,,
22,626910,2018,Unified,67612.0,65.9,2.6,52633.0,78.9,2.4
23,627240,2018,Unified,164771.0,65.1,3.1,122875.0,78.7,2.4
24,639420,2018,Unified,118365.0,61.3,3.1,86119.0,77.5,3.1
25,601414,2018,Unified,75486.0,61.9,5.2,54225.0,76.6,4.6
26,602430,2018,Unified,91610.0,64.0,4.0,74470.0,74.2,3.6
27,600020,2018,Unified,64058.0,65.6,2.8,47245.0,79.9,2.3
28,609030,2018,Unified,168706.0,61.1,5.1,126100.0,74.8,4.9
29,623160,2018,Unified,50502.0,57.5,7.2,41034.0,66.1,6.4
30,635430,2018,Unified,144845.0,66.9,4.3,114579.0,78.6,4.3
31,600027,2018,Unified,101381.0,58.7,6.1,75681.0,72.9,5.8
32,600036,2018,Unified,66986.0,67.8,5.6,56659.0,77.7,5.4
33,634590,2018,Unified,229612.0,65.6,4.2,178013.0,79.0,3.6
34,600014,2018,Unified,77198.0,51.6,8.5,58684.0,64.6,6.8
35,615240,2018,Unified,189197.0,57.3,6.0,140891.0,72.2,5.1
36,600013,2018,Unified,51542.0,59.9,5.6,38279.0,73.4,5.0
37,601770,2018,Unified,63939.0,66.7,2.9,47499.0,82.6,2.9
38,602850,2018,Unified,87452.0,59.4,6.8,65814.0,70.8,6.9
39,606450,2018,Unified,87301.0,60.4,3.5,67592.0,73.0,3.7
40,635700,2018,Unified,92599.0,63.9,4.7,67507.0,78.0,5.0
41,608460,2018,Unified,156659.0,59.5,4.1,126588.0,70.2,3.8
42,619260,2018,Unified,85953.0,56.2,9.9,65723.0,68.1,7.5
43,633860,2018,Unified,188568.0,62.5,4.0,130056.0,81.2,3.8
44,614880,2018,Unified,226392.0,61.1,4.2,173119.0,74.7,4.0
45,616325,2018,Unified,96372.0,61.5,5.1,71112.0,76.6,4.9
46,607970,2018,Unified,65222.0,60.1,9.8,50116.0,72.0,9.7
47,640590,2018,Unified,66026.0,61.4,2.4,48455.0,74.3,2.5
48,600153,2018,Unified,100944.0,58.9,4.3,73196.0,77.0,4.3
49,609620,2018,Unified,116063.0,52.6,7.8,91468.0,63.1,7.3
50,616920,2018,Unified,111506.0,48.3,7.0,73732.0,65.8,6.9
51,634170,2018,Unified,200460.0,54.2,9.1,159582.0,64.2,8.6
52,634800,2018,Unified,84998.0,46.9,7.0,54576.0,63.4,3.7
53,613890,2018,Unified,103618.0,57.8,4.3,79400.0,69.7,4.1
54,628650,2018,Unified,184296.0,62.1,3.8,140898.0,74.5,3.1
55,634320,2018,Unified,923766.0,62.2,5.0,726308.0,74.1,4.7
56,637530,2018,Unified,,,,,,
57,623610,2018,Unified,113642.0,53.4,6.2,86106.0,65.3,5.7
58,625800,2018,Unified,134418.0,58.3,8.4,107574.0,68.7,8.0
59,612330,2018,Unified,259856.0,58.3,5.8,197971.0,71.6,5.3
60,614550,2018,Unified,291392.0,52.3,9.7,221989.0,63.2,8.7
61,628250,2018,Unified,110503.0,60.2,6.6,84480.0,71.5,5.9
62,631530,2018,Unified,159226.0,60.5,4.3,119595.0,74.4,3.9
63,641160,2018,Unified,111243.0,56.3,6.8,82582.0,70.1,6.3
64,600029,2018,Unified,86160.0,63.5,5.2,66028.0,77.2,4.5
65,601332,2018,Unified,134818.0,56.9,5.1,105042.0,67.2,4.7
66,603690,2018,Unified,61264.0,60.9,7.0,47919.0,73.3,6.4
67,607440,2018,Unified,292100.0,62.6,3.4,210036.0,77.6,3.0
68,621000,2018,Unified,54167.0,57.0,2.6,37755.0,68.9,2.8
69,626640,2018,Unified,96837.0,61.8,6.0,68794.0,78.0,5.5
70,640740,2018,Unified,103200.0,60.0,7.7,76606.0,74.6,6.5
71,632370,2018,Unified,96628.0,55.7,10.9,74008.0,67.7,10.2
72,635310,2018,Unified,204650.0,65.2,4.7,166525.0,75.5,4.6
73,608370,2018,Unified,95973.0,62.0,6.7,68646.0,77.0,5.7
74,618390,2018,Unified,87998.0,64.6,6.5,68602.0,76.4,5.7
75,691135,2018,Unified,,,,,,
76,600016,2018,Unified,60060.0,63.1,3.6,45026.0,76.7,3.4
77,603600,2018,Unified,56620.0,61.6,4.2,44974.0,71.9,3.6
78,622710,2018,Unified,3877095.0,62.6,6.0,3033591.0,74.3,5.7
79,626370,2018,Unified,226568.0,64.5,4.5,169750.0,78.5,4.6
80,632070,2018,Unified,106110.0,60.1,5.8,78670.0,73.4,5.4
81,600017,2018,Unified,62742.0,46.9,8.8,44667.0,60.7,8.4
82,601620,2018,Unified,91963.0,55.0,6.5,64965.0,71.4,6.3
83,609070,2018,Unified,66283.0,56.6,14.8,49802.0,71.9,14.4
84,609640,2018,Unified,109794.0,61.0,3.5,78929.0,76.0,2.9
85,609850,2018,Unified,218108.0,61.9,3.2,171166.0,74.1,2.9
86,611460,2018,Unified,95139.0,63.1,4.8,73035.0,76.9,4.0
87,623340,2018,Unified,64764.0,55.8,13.5,49160.0,67.0,13.1
88,625530,2018,Unified,76673.0,60.6,4.6,57714.0,72.1,4.5
89,634410,2018,Unified,776750.0,69.1,3.7,610916.0,82.4,3.3
90,641190,2018,Unified,127715.0,63.4,3.9,98075.0,76.6,3.3
91,600158,2018,Unified,57391.0,56.4,8.8,41930.0,70.9,8.1
92,629550,2018,Unified,149537.0,48.4,6.4,99166.0,65.1,5.9
93,634880,2018,Unified,105597.0,63.4,3.5,77559.0,76.4,3.2
94,640980,2018,Unified,101485.0,60.6,2.3,72947.0,75.4,2.4
95,684500,2018,Unified,202295.0,59.0,4.1,157006.0,69.7,3.5
96,600047,2018,Unified,64166.0,66.6,2.9,49764.0,78.4,2.5
97,635130,2018,Unified,115651.0,62.8,3.5,84122.0,77.7,3.7
98,640150,2018,Unified,108282.0,66.5,4.8,83813.0,78.4,4.4
99,609390,2018,Unified,87167.0,58.3,7.4,65149.0,72.7,6.5
100,616740,2018,Unified,145307.0,61.1,4.3,112847.0,73.6,4.1
101,622110,2018,Unified,79290.0,67.3,4.2,61515.0,78.8,4.1
102,629850,2018,Unified,59163.0,63.6,7.0,48197.0,74.3,5.5
103,613360,2018,Unified,111862.0,63.3,3.7,85113.0,75.1,3.5
104,625860,2018,Unified,55846.0,39.4,9.9,38683.0,49.4,11.2
105,627720,2018,Unified,52713.0,63.1,2.4,35795.0,79.8,2.6
106,628050,2018,Unified,355658.0,66.3,5.3,280797.0,78.4,5.1
107,629490,2018,Unified,88470.0,59.5,10.6,65635.0,71.4,10.1
108,629610,2018,Unified,72010.0,56.4,3.9,49874.0,71.5,3.6
109,633750,2018,Unified,92520.0,61.1,5.5,68136.0,76.0,5.7
110,600032,2018,Unified,,,,,,
111,610050,2018,Unified,62056.0,62.1,4.8,46466.0,76.6,4.4
112,622500,2018,Unified,420140.0,63.5,5.0,336450.0,74.7,4.5
113,629940,2018,Unified,167020.0,62.3,3.3,124157.0,76.1,3.3
114,632550,2018,Unified,207033.0,65.7,4.8,159587.0,77.9,4.2
115,622230,2018,Unified,135023.0,54.9,7.2,98005.0,69.9,6.6
116,625830,2018,Unified,52738.0,63.8,3.4,39327.0,78.1,3.5
117,633150,2018,Unified,215142.0,59.4,5.5,163204.0,72.9,4.6
118,638010,2018,Unified,151285.0,55.8,7.3,117028.0,67.6,7.4
119,643080,2018,Unified,53395.0,60.7,4.7,38741.0,77.1,4.1
120,620880,2018,Elementary,81690.0,48.4,9.2,62238.0,58.9,8.7
121,627180,2018,Elementary,59108.0,60.9,5.0,44752.0,73.3,5.0
122,642150,2018,Elementary,69721.0,56.5,5.7,51164.0,72.7,5.4
123,628470,2018,Elementary,143249.0,63.3,6.1,113697.0,74.4,5.5
124,639870,2018,Elementary,44492.0,61.1,6.2,35152.0,69.8,6.6
125,642450,2018,Elementary,51933.0,62.1,3.6,40434.0,75.7,3.3
126,613500,2018,Elementary,54425.0,38.5,8.5,38799.0,48.1,8.1
127,620250,2018,Elementary,113134.0,61.5,4.0,86313.0,74.9,3.8
128,614370,2018,Elementary,70871.0,63.3,5.4,54795.0,75.2,4.4
129,618870,2018,Elementary,81646.0,67.5,4.5,62647.0,81.7,4.4
130,602310,2018,Elementary,94329.0,64.4,4.8,72389.0,77.4,4.7
131,605910,2018,Elementary,,,,,,
132,606810,2018,Elementary,131438.0,58.2,5.3,99951.0,71.2,5.0
133,641040,2018,Elementary,73301.0,47.6,8.8,55510.0,59.8,6.9
134,618030,2018,Elementary,70911.0,61.2,3.2,51451.0,77.8,2.8
135,624540,2018,Elementary,76751.0,49.7,9.1,54284.0,64.5,8.7
136,633930,2018,Elementary,60096.0,59.3,5.5,46128.0,70.9,6.0
137,615510,2018,Elementary,68792.0,52.7,7.0,45873.0,68.8,5.4
138,626280,2018,Elementary,,,,,,
139,611850,2018,Elementary,66888.0,62.2,4.4,50632.0,76.6,4.1
140,605580,2018,Elementary,74528.0,64.0,5.7,58123.0,74.2,6.2
141,617850,2018,Elementary,50895.0,61.5,7.1,42008.0,69.9,7.3
142,635590,2018,Elementary,58345.0,56.4,7.7,39320.0,69.7,5.5
143,623430,2018,Elementary,53245.0,61.2,5.2,40929.0,72.5,5.1
144,635970,2018,Elementary,81398.0,67.2,5.1,64879.0,77.6,4.8
145,629580,2018,Elementary,96833.0,55.1,7.5,73295.0,68.2,6.6
146,638220,2018,Elementary,48889.0,64.4,6.1,38224.0,73.3,6.6
147,614730,2018,Elementary,96656.0,62.7,5.7,74444.0,75.5,5.0
148,604800,2018,Elementary,70474.0,66.5,4.9,55776.0,77.9,4.7
149,607200,2018,Elementary,76267.0,67.0,3.0,59668.0,80.4,2.9
150,634920,2018,Elementary,113011.0,66.3,4.6,85139.0,81.4,4.5
151,602610,2018,Elementary,164380.0,66.4,4.1,131348.0,77.6,3.7
152,624600,2018,Elementary,69163.0,49.3,13.2,48913.0,62.0,10.9
153,632130,2018,Elementary,86791.0,69.1,3.6,67143.0,79.6,3.5
154,625130,2018,Elementary,91217.0,54.1,10.6,72230.0,64.2,10.6
155,638670,2018,Elementary,55046.0,54.8,5.7,39417.0,69.7,5.4
156,642120,2018,Elementary,59420.0,52.5,3.6,45222.0,64.2,3.5
157,606390,2018,Elementary,102582.0,59.0,6.6,78493.0,71.4,6.0
158,629220,2018,Elementary,95863.0,61.7,4.7,73861.0,74.4,4.1
159,633600,2018,Elementary,79674.0,60.8,4.4,58505.0,76.8,3.7
160,610290,2018,Elementary,109484.0,60.7,2.6,82652.0,75.5,2.5
161,637380,2018,Elementary,63817.0,51.5,9.6,49014.0,63.1,8.4
162,612750,2018,Elementary,58937.0,59.7,4.3,40434.0,78.3,4.4
163,612880,2018,Elementary,137294.0,60.0,3.8,103118.0,72.8,3.4
164,628140,2018,Elementary,79657.0,65.9,3.8,60041.0,80.4,4.0
165,608610,2018,Elementary,244339.0,60.3,8.6,190808.0,72.7,8.0
166,630990,2018,Elementary,67250.0,60.6,4.7,45077.0,78.0,4.9
167,612090,2018,Elementary,66604.0,55.9,7.0,49651.0,70.2,6.8
168,638460,2018,Elementary,75440.0,75.2,3.3,64869.0,84.5,3.1
169,616680,2018,Elementary,59129.0,71.5,3.0,49167.0,82.6,2.9
170,612960,2018,Elementary,77827.0,64.0,4.3,61950.0,75.4,4.4
171,613140,2018,Elementary,81658.0,58.7,4.9,58146.0,75.0,4.8
172,635810,2018,Elementary,,,,,,
173,603630,2018,Elementary,140021.0,55.0,10.4,110388.0,63.9,10.5
174,627810,2018,Elementary,88969.0,67.9,3.7,71962.0,79.4,3.9
175,635830,2018,Secondary,171523.0,63.4,4.5,123554.0,77.6,3.9
176,601650,2018,Secondary,100398.0,56.8,3.0,66183.0,74.0,3.1
177,606019,2018,Secondary,88360.0,53.2,5.9,57518.0,70.1,4.5
178,634980,2018,Secondary,197804.0,67.1,4.5,150180.0,81.6,4.2
179,633980,2018,Secondary,136318.0,60.4,5.1,104807.0,71.3,5.3
180,636600,2018,Secondary,80061.0,49.6,8.5,57090.0,62.5,8.3
181,618060,2018,Secondary,266958.0,60.8,3.9,194212.0,77.4,3.7
182,633630,2018,Secondary,153707.0,61.5,3.5,111513.0,78.6,2.9
183,642510,2018,Secondary,212478.0,62.6,5.4,166464.0,72.7,5.4
184,610860,2018,Secondary,53770.0,44.8,10.9,43248.0,52.8,10.9
185,618930,2018,Secondary,129185.0,68.2,4.0,98429.0,82.5,3.9
186,635110,2018,Secondary,62501.0,61.2,2.5,44553.0,77.2,2.5
187,638640,2018,Secondary,393289.0,55.5,8.2,304721.0,67.6,7.5
188,614430,2018,Secondary,184924.0,66.6,2.9,147521.0,79.5,2.8
189,602820,2018,Secondary,283465.0,50.9,6.9,213664.0,63.0,6.4
190,612910,2018,Secondary,140370.0,59.9,3.8,105233.0,72.8,3.4
191,621600,2018,Secondary,100223.0,60.7,4.7,70749.0,76.3,4.8
192,607230,2018,Secondary,183048.0,67.8,2.7,143076.0,80.4,2.8
193,614760,2018,Secondary,203955.0,64.5,5.1,156844.0,77.9,4.7
194,616230,2018,Secondary,384331.0,59.2,5.2,292878.0,71.9,5.0
195,635670,2018,Secondary,115026.0,62.9,5.2,87728.0,74.4,5.6
196,638790,2018,Secondary,95733.0,63.9,2.5,62202.0,80.9,2.4
197,699011,2018,Secondary,58345.0,56.4,7.7,39320.0,69.7,5.5
198,611820,2018,Secondary,442275.0,64.6,4.6,342995.0,77.4,4.4
199,612070,2018,Secondary,119878.0,55.5,4.2,80322.0,72.7,4.6
200,625150,2018,Secondary,212514.0,56.3,8.1,162581.0,68.2,8.1
201,634380,2018,Secondary,137213.0,58.9,5.5,97495.0,74.1,5.6
202,612120,2018,Secondary,137294.0,57.1,7.9,103518.0,70.5,7.2
203,602630,2018,Secondary,319829.0,64.7,4.3,249958.0,76.9,4.0
204,608160,2018,Secondary,342018.0,63.3,5.0,269580.0,74.8,4.6
205,613530,2018,Secondary,56224.0,38.9,8.5,40090.0,48.7,8.2
206,626880,2018,Secondary,70398.0,49.6,3.8,41843.0,69.7,3.2
207,624660,2018,Secondary,133085.0,52.3,11.4,97474.0,65.2,9.4
208,619540,2018,Secondary,476721.0,55.4,9.2,369499.0,66.3,8.8
209,630250,2018,Secondary,61778.0,64.4,2.0,44789.0,78.7,2.1
210,629270,2018,Secondary,264127.0,62.4,5.0,202149.0,75.1,4.8
211,642480,2018,Secondary,180579.0,59.1,4.5,138665.0,72.9,4.3
212,606034,2018,Secondary,114272.0,54.4,7.7,82880.0,68.5,7.0
213,607920,2018,Secondary,118235.0,69.9,4.4,98628.0,79.7,4.1
214,616500,2018,Secondary,53567.0,59.7,5.3,41283.0,72.1,5.1
215,636390,2018,Secondary,210381.0,66.3,3.8,159619.0,78.2,4.0
216,636972,2018,Secondary,116166.0,45.9,8.5,90657.0,56.1,6.9
217,626310,2018,Secondary,93496.0,67.2,2.7,74250.0,79.7,2.3
218,630750,2018,Secondary,74234.0,49.0,3.5,46503.0,68.7,3.3
219,639930,2018,Secondary,59999.0,57.8,8.5,47576.0,66.3,8.5
220,632070,2019,Unified,103753.0,56.9,6.0,73833.0,73.7,5.2
221,632550,2019,Unified,205097.0,64.0,3.0,155464.0,77.7,2.7
222,633150,2019,Unified,215389.0,59.6,4.8,163980.0,71.6,4.4
223,633750,2019,Unified,87017.0,60.3,6.8,63374.0,73.7,6.5
224,633840,2019,Unified,274468.0,60.0,6.2,205929.0,75.1,5.5
225,633860,2019,Unified,183097.0,63.5,2.9,126824.0,81.4,2.8
226,634170,2019,Unified,202719.0,57.5,5.8,159290.0,66.5,5.4
227,634320,2019,Unified,926963.0,62.8,4.8,724749.0,74.7,4.5
228,634410,2019,Unified,774619.0,69.6,3.7,607791.0,83.1,3.4
229,615180,2019,Unified,,,,,,
230,615240,2019,Unified,183572.0,61.0,5.2,134936.0,77.1,4.9
231,616325,2019,Unified,94530.0,59.8,5.9,70102.0,73.6,5.4
232,616740,2019,Unified,150212.0,66.0,3.6,117632.0,77.6,3.2
233,616920,2019,Unified,116053.0,43.6,9.1,78776.0,60.3,7.7
234,618390,2019,Unified,89861.0,63.6,5.0,69805.0,75.9,4.8
235,619260,2019,Unified,79747.0,57.7,8.6,60349.0,71.3,6.4
236,606450,2019,Unified,86657.0,61.9,6.3,64444.0,76.3,6.0
237,607440,2019,Unified,290024.0,61.7,4.3,208516.0,76.4,4.0
238,607500,2019,Unified,64520.0,58.7,7.9,45672.0,76.8,7.4
239,600047,2019,Unified,66559.0,62.0,6.4,53630.0,71.4,5.9
240,628650,2019,Unified,181747.0,62.8,3.2,135170.0,76.3,3.0
241,621000,2019,Unified,53269.0,59.4,6.1,36680.0,75.0,4.9
242,622110,2019,Unified,72276.0,65.5,2.8,52393.0,81.2,2.3
243,622230,2019,Unified,134109.0,57.5,5.5,95779.0,74.1,4.5
244,622500,2019,Unified,418514.0,63.9,5.0,327615.0,76.5,4.7
245,622710,2019,Unified,3871485.0,63.3,5.3,3023252.0,75.4,4.9
246,600014,2019,Unified,80008.0,51.9,6.8,62171.0,63.2,5.8
247,600016,2019,Unified,64914.0,64.2,3.9,47629.0,78.7,4.1
248,603690,2019,Unified,58703.0,60.7,6.4,45706.0,73.9,5.8
249,629490,2019,Unified,88116.0,61.4,5.4,62620.0,76.0,5.5
250,629550,2019,Unified,147306.0,49.7,6.2,95442.0,68.0,5.6
251,629610,2019,Unified,70348.0,57.9,1.9,48055.0,72.8,1.5
252,629850,2019,Unified,59830.0,60.3,5.0,47665.0,70.3,4.4
253,629940,2019,Unified,175063.0,63.8,3.6,133400.0,77.1,3.2
254,630660,2019,Unified,131686.0,64.9,3.4,98726.0,79.8,3.2
255,631320,2019,Unified,135758.0,60.2,4.8,100226.0,74.8,3.7
256,631530,2019,Unified,158642.0,64.0,6.1,120511.0,77.1,5.8
257,604290,2019,Unified,51789.0,50.6,8.6,33951.0,67.5,9.3
258,604440,2019,Unified,64737.0,62.1,4.5,48964.0,77.6,3.3
259,613360,2019,Unified,110494.0,64.8,3.3,83173.0,78.3,3.1
260,600013,2019,Unified,51882.0,58.6,4.4,36253.0,75.1,4.1
261,624500,2019,Unified,70877.0,67.0,4.5,55926.0,79.8,4.8
262,625470,2019,Unified,128252.0,58.7,5.7,95554.0,72.8,5.5
263,625530,2019,Unified,77250.0,59.1,4.1,55086.0,72.9,3.8
264,625800,2019,Unified,138856.0,58.9,5.2,111338.0,69.9,4.5
265,625830,2019,Unified,53160.0,62.8,4.2,39264.0,77.9,3.4
266,625860,2019,Unified,54718.0,40.8,11.0,40476.0,49.0,9.4
267,626370,2019,Unified,216354.0,65.3,3.2,162186.0,80.1,3.1
268,626640,2019,Unified,96795.0,60.5,3.2,68118.0,78.0,3.0
