,Unnamed: 0,Unnamed: 0.1,Total!!Estimate!!Population 16 years and over,Total!!Estimate!!Population 20 to 64 years,Employment/Population Ratio!!Estimate!!Population 16 years and over,Employment/Population Ratio!!Estimate!!Population 20 to 64 years,Unemployment rate!!Estimate!!Population 16 years and over,Unemployment rate!!Estimate!!Population 20 to 64 years,NCESDist,year,School District Type,Estimate!!Total!!Population 16 years and over,Estimate!!Employment/Population Ratio!!Population 16 years and over,Estimate!!Unemployment rate!!Population 16 years and over,Estimate!!Total!!Population 20 to 64 years,Estimate!!Employment/Population Ratio!!Population 20 to 64 years,Estimate!!Unemployment rate!!Population 20 to 64 years
166,46,47,,,,,,,630990,2018,Elementary,67250.0,60.6,4.7,45077.0,78.0,4.9
167,47,48,,,,,,,612090,2018,Elementary,66604.0,55.9,7.0,49651.0,70.2,6.8
168,48,49,,,,,,,638460,2018,Elementary,75440.0,75.2,3.3,64869.0,84.5,3.1
169,49,50,,,,,,,616680,2018,Elementary,59129.0,71.5,3.0,49167.0,82.6,2.9
170,50,51,,,,,,,612960,2018,Elementary,77827.0,64.0,4.3,61950.0,75.4,4.4
171,51,52,,,,,,,613140,2018,Elementary,81658.0,58.7,4.9,58146.0,75.0,4.8
172,52,53,,,,,,,635810,2018,Elementary,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
173,53,54,,,,,,,603630,2018,Elementary,140021.0,55.0,10.4,110388.0,63.9,10.5
174,54,55,,,,,,,627810,2018,Elementary,88969.0,67.9,3.7,71962.0,79.4,3.9
175,0,1,,,,,,,635830,2018,Secondary,171523.0,63.4,4.5,123554.0,77.6,3.9
176,1,2,,,,,,,601650,2018,Secondary,100398.0,56.8,3.0,66183.0,74.0,3.1
177,2,3,,,,,,,606019,2018,Secondary,88360.0,53.2,5.9,57518.0,70.1,4.5
178,3,4,,,,,,,634980,2018,Secondary,197804.0,67.1,4.5,150180.0,81.6,4.2
179,4,5,,,,,,,633980,2018,Secondary,136318.0,60.4,5.1,104807.0,71.3,5.3
180,5,6,,,,,,,636600,2018,Secondary,80061.0,49.6,8.5,57090.0,62.5,8.3
181,6,7,,,,,,,618060,2018,Secondary,266958.0,60.8,3.9,194212.0,77.4,3.7
182,7,8,,,,,,,633630,2018,Secondary,153707.0,61.5,3.5,111513.0,78.6,2.9
183,8,9,,,,,,,642510,2018,Secondary,212478.0,62.6,5.4,166464.0,72.7,5.4
184,9,10,,,,,,,610860,2018,Secondary,53770.0,44.8,10.9,43248.0,52.8,10.9
185,10,11,,,,,,,618930,2018,Secondary,129185.0,68.2,4.0,98429.0,82.5,3.9
186,11,12,,,,,,,635110,2018,Secondary,62501.0,61.2,2.5,44553.0,77.2,2.5
187,12,13,,,,,,,638640,2018,Secondary,393289.0,55.5,8.2,304721.0,67.6,7.5
188,13,14,,,,,,,614430,2018,Secondary,184924.0,66.6,2.9,147521.0,79.5,2.8
189,14,15,,,,,,,602820,2018,Secondary,283465.0,50.9,6.9,213664.0,63.0,6.4
190,15,16,,,,,,,612910,2018,Secondary,140370.0,59.9,3.8,105233.0,72.8,3.4
191,16,17,,,,,,,621600,2018,Secondary,100223.0,60.7,4.7,70749.0,76.3,4.8
192,17,18,,,,,,,607230,2018,Secondary,183048.0,67.8,2.7,143076.0,80.4,2.8
193,18,19,,,,,,,614760,2018,Secondary,203955.0,64.5,5.1,156844.0,77.9,4.7
194,19,20,,,,,,,616230,2018,Secondary,384331.0,59.2,5.2,292878.0,71.9,5.0
195,20,21,,,,,,,635670,2018,Secondary,115026.0,62.9,5.2,87728.0,74.4,5.6
196,21,22,,,,,,,638790,2018,Secondary,95733.0,63.9,2.5,62202.0,80.9,2.4
197,22,23,,,,,,,699011,2018,Secondary,58345.0,56.4,7.7,39320.0,69.7,5.5
198,23,24,,,,,,,611820,2018,Secondary,442275.0,64.6,4.6,342995.0,77.4,4.4
199,24,25,,,,,,,612070,2018,Secondary,119878.0,55.5,4.2,80322.0,72.7,4.6
200,25,26,,,,,,,625150,2018,Secondary,212514.0,56.3,8.1,162581.0,68.2,8.1
201,26,27,,,,,,,634380,2018,Secondary,137213.0,58.9,5.5,97495.0,74.1,5.6
202,27,28,,,,,,,612120,2018,Secondary,137294.0,57.1,7.9,103518.0,70.5,7.2
203,28,29,,,,,,,602630,2018,Secondary,319829.0,64.7,4.3,249958.0,76.9,4.0
204,29,30,,,,,,,608160,2018,Secondary,342018.0,63.3,5.0,269580.0,74.8,4.6
205,30,31,,,,,,,613530,2018,Secondary,56224.0,38.9,8.5,40090.0,48.7,8.2
206,31,32,,,,,,,626880,2018,Secondary,70398.0,49.6,3.8,41843.0,69.7,3.2
207,32,33,,,,,,,624660,2018,Secondary,133085.0,52.3,11.4,97474.0,65.2,9.4
208,33,34,,,,,,,619540,2018,Secondary,476721.0,55.4,9.2,369499.0,66.3,8.8
209,34,35,,,,,,,630250,2018,Secondary,61778.0,64.4,2.0,44789.0,78.7,2.1
210,35,36,,,,,,,629270,2018,Secondary,264127.0,62.4,5.0,202149.0,75.1,4.8
211,36,37,,,,,,,642480,2018,Secondary,180579.0,59.1,4.5,138665.0,72.9,4.3
212,37,38,,,,,,,606034,2018,Secondary,114272.0,54.4,7.7,82880.0,68.5,7.0
213,38,39,,,,,,,607920,2018,Secondary,118235.0,69.9,4.4,98628.0,79.7,4.1
214,39,40,,,,,,,616500,2018,Secondary,53567.0,59.7,5.3,41283.0,72.1,5.1
215,40,41,,,,,,,636390,2018,Secondary,210381.0,66.3,3.8,159619.0,78.2,4.0
216,41,42,,,,,,,636972,2018,Secondary,116166.0,45.9,8.5,90657.0,56.1,6.9
217,42,43,,,,,,,626310,2018,Secondary,93496.0,67.2,2.7,74250.0,79.7,2.3
218,43,44,,,,,,,630750,2018,Secondary,74234.0,49.0,3.5,46503.0,68.7,3.3
219,44,45,,,,,,,639930,2018,Secondary,59999.0,57.8,8.5,47576.0,66.3,8.5
0,0,1,,,,,,,632070,2019,Unified,103753.0,56.9,6.0,73833.0,73.7,5.2
1,1,2,,,,,,,632550,2019,Unified,205097.0,64.0,3.0,155464.0,77.7,2.7
2,2,3,,,,,,,633150,2019,Unified,215389.0,59.6,4.8,163980.0,71.6,4.4
3,3,4,,,,,,,633750,2019,Unified,87017.0,60.3,6.8,63374.0,73.7,6.5
4,4,5,,,,,,,633840,2019,Unified,274468.0,60.0,6.2,205929.0,75.1,5.5
5,5,6,,,,,,,633860,2019,Unified,183097.0,63.5,2.9,126824.0,81.4,2.8
6,6,7,,,,,,,634170,2019,Unified,202719.0,57.5,5.8,159290.0,66.5,5.4
7,7,8,,,,,,,634320,2019,Unified,926963.0,62.8,4.8,724749.0,74.7,4.5
8,8,9,,,,,,,634410,2019,Unified,774619.0,69.6,3.7,607791.0,83.1,3.4
9,9,10,,,,,,,615180,2019,Unified,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
10,10,11,,,,,,,615240,2019,Unified,183572.0,61.0,5.2,134936.0,77.1,4.9
11,11,12,,,,,,,616325,2019,Unified,94530.0,59.8,5.9,70102.0,73.6,5.4
12,12,13,,,,,,,616740,2019,Unified,150212.0,66.0,3.6,117632.0,77.6,3.2
13,13,14,,,,,,,616920,2019,Unified,116053.0,43.6,9.1,78776.0,60.3,7.7
14,14,15,,,,,,,618390,2019,Unified,89861.0,63.6,5.0,69805.0,75.9,4.8
15,15,16,,,,,,,619260,2019,Unified,79747.0,57.7,8.6,60349.0,71.3,6.4
16,16,17,,,,,,,606450,2019,Unified,86657.0,61.9,6.3,64444.0,76.3,6.0
17,17,18,,,,,,,607440,2019,Unified,290024.0,61.7,4.3,208516.0,76.4,4.0
18,18,19,,,,,,,607500,2019,Unified,64520.0,58.7,7.9,45672.0,76.8,7.4
19,19,20,,,,,,,600047,2019,Unified,66559.0,62.0,6.4,53630.0,71.4,5.9
20,20,21,,,,,,,628650,2019,Unified,181747.0,62.8,3.2,135170.0,76.3,3.0
21,21,22,,,,,,,621000,2019,Unified,53269.0,59.4,6.1,36680.0,75.0,4.9
22,22,23,,,,,,,622110,2019,Unified,72276.0,65.5,2.8,52393.0,81.2,2.3
23,23,24,,,,,,,622230,2019,Unified,134109.0,57.5,5.5,95779.0,74.1,4.5
24,24,25,,,,,,,622500,2019,Unified,418514.0,63.9,5.0,327615.0,76.5,4.7
25,25,26,,,,,,,622710,2019,Unified,3871485.0,63.3,5.3,3023252.0,75.4,4.9
26,26,27,,,,,,,600014,2019,Unified,80008.0,51.9,6.8,62171.0,63.2,5.8
27,27,28,,,,,,,600016,2019,Unified,64914.0,64.2,3.9,47629.0,78.7,4.1
28,28,29,,,,,,,603690,2019,Unified,58703.0,60.7,6.4,45706.0,73.9,5.8
29,29,30,,,,,,,629490,2019,Unified,88116.0,61.4,5.4,62620.0,76.0,5.5
30,30,31,,,,,,,629550,2019,Unified,147306.0,49.7,6.2,95442.0,68.0,5.6
31,31,32,,,,,,,629610,2019,Unified,70348.0,57.9,1.9,48055.0,72.8,1.5
32,32,33,,,,,,,629850,2019,Unified,59830.0,60.3,5.0,47665.0,70.3,4.4
33,33,34,,,,,,,629940,2019,Unified,175063.0,63.8,3.6,133400.0,77.1,3.2
34,34,35,,,,,,,630660,2019,Unified,131686.0,64.9,3.4,98726.0,79.8,3.2
35,35,36,,,,,,,631320,2019,Unified,135758.0,60.2,4.8,100226.0,74.8,3.7
36,36,37,,,,,,,631530,2019,Unified,158642.0,64.0,6.1,120511.0,77.1,5.8
37,37,38,,,,,,,604290,2019,Unified,51789.0,50.6,8.6,33951.0,67.5,9.3
38,38,39,,,,,,,604440,2019,Unified,64737.0,62.1,4.5,48964.0,77.6,3.3
39,39,40,,,,,,,613360,2019,Unified,110494.0,64.8,3.3,83173.0,78.3,3.1
40,40,41,,,,,,,600013,2019,Unified,51882.0,58.6,4.4,36253.0,75.1,4.1
41,41,42,,,,,,,624500,2019,Unified,70877.0,67.0,4.5,55926.0,79.8,4.8
42,42,43,,,,,,,625470,2019,Unified,128252.0,58.7,5.7,95554.0,72.8,5.5
43,43,44,,,,,,,625530,2019,Unified,77250.0,59.1,4.1,55086.0,72.9,3.8
44,44,45,,,,,,,625800,2019,Unified,138856.0,58.9,5.2,111338.0,69.9,4.5
45,45,46,,,,,,,625830,2019,Unified,53160.0,62.8,4.2,39264.0,77.9,3.4
46,46,47,,,,,,,625860,2019,Unified,54718.0,40.8,11.0,40476.0,49.0,9.4
47,47,48,,,,,,,626370,2019,Unified,216354.0,65.3,3.2,162186.0,80.1,3.1
48,48,49,,,,,,,626640,2019,Unified,96795.0,60.5,3.2,68118.0,78.0,3.0
49,49,50,,,,,,,626910,2019,Unified,64728.0,63.3,2.4,48501.0,78.6,2.5
50,50,51,,,,,,,609620,2019,Unified,116144.0,56.8,8.8,89464.0,68.9,8.4
51,51,52,,,,,,,609640,2019,Unified,106560.0,62.0,3.2,73071.0,78.3,3.3
52,52,53,,,,,,,609850,2019,Unified,228325.0,63.1,3.9,183412.0,74.0,3.7
53,53,54,,,,,,,610050,2019,Unified,57184.0,62.6,3.3,42055.0,79.2,3.1
54,54,55,,,,,,,613890,2019,Unified,106178.0,64.2,3.1,83258.0,75.5,3.0
55,55,56,,,,,,,613920,2019,Unified,136335.0,60.1,5.8,107115.0,70.4,5.7
56,56,57,,,,,,,614400,2019,Unified,192852.0,65.5,2.7,152334.0,78.3,2.7
57,57,58,,,,,,,607970,2019,Unified,66152.0,59.3,9.2,50531.0,72.8,6.4
58,58,59,,,,,,,608370,2019,Unified,104602.0,59.3,6.4,74184.0,73.2,5.8
59,59,60,,,,,,,608460,2019,Unified,166654.0,61.2,2.4,131368.0,71.9,2.3
60,60,61,,,,,,,609030,2019,Unified,169620.0,61.6,5.2,124425.0,76.1,5.1
61,61,62,,,,,,,609070,2019,Unified,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
62,62,63,,,,,,,609390,2019,Unified,91151.0,57.9,4.0,71931.0,69.7,2.8
63,63,64,,,,,,,636840,2019,Unified,107429.0,64.4,3.3,80426.0,78.1,3.1
64,64,65,,,,,,,637530,2019,Unified,75398.0,68.0,2.7,56546.0,82.9,2.6
65,65,66,,,,,,,638010,2019,Unified,155674.0,53.8,9.2,119564.0,65.1,8.2
66,66,67,,,,,,,639420,2019,Unified,116254.0,64.7,2.5,87823.0,78.5,2.4
67,67,68,,,,,,,610620,2019,Unified,72844.0,49.9,6.3,52716.0,61.7,5.8
68,68,69,,,,,,,611110,2019,Unified,160947.0,49.6,4.7,96234.0,72.7,5.0
69,69,70,,,,,,,611460,2019,Unified,94466.0,63.3,4.0,72103.0,75.6,3.7
70,70,71,,,,,,,612330,2019,Unified,271136.0,58.7,6.2,205736.0,72.2,5.5
71,71,72,,,,,,,600017,2019,Unified,62429.0,46.4,10.6,43467.0,62.1,9.6
72,72,73,,,,,,,640150,2019,Unified,107732.0,66.0,3.4,83740.0,77.5,3.6
73,73,74,,,,,,,640590,2019,Unified,64631.0,60.6,3.5,48773.0,74.0,3.4
74,74,75,,,,,,,640740,2019,Unified,103302.0,60.0,5.9,77539.0,72.7,5.9
75,75,76,,,,,,,640980,2019,Unified,98619.0,61.2,4.0,71348.0,75.3,3.7
76,76,77,,,,,,,641160,2019,Unified,120475.0,58.2,3.5,93639.0,69.3,2.9
77,77,78,,,,,,,641190,2019,Unified,129796.0,63.5,4.1,100208.0,76.1,4.0
78,78,79,,,,,,,600020,2019,Unified,65445.0,63.0,2.6,47727.0,77.4,2.6
79,79,80,,,,,,,600027,2019,Unified,104154.0,57.4,4.6,81163.0,70.2,4.2
80,80,81,,,,,,,600028,2019,Unified,125632.0,59.7,4.1,95920.0,71.6,3.3
81,81,82,,,,,,,600029,2019,Unified,92851.0,58.6,5.6,68946.0,71.3,5.6
82,82,83,,,,,,,600032,2019,Unified,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
83,83,84,,,,,,,600036,2019,Unified,68055.0,69.3,3.9,53500.0,81.9,3.4
84,84,85,,,,,,,623080,2019,Unified,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
85,85,86,,,,,,,623160,2019,Unified,50077.0,57.4,8.9,39942.0,68.5,8.1
86,86,87,,,,,,,623340,2019,Unified,65057.0,57.9,7.8,49502.0,70.5,6.4
87,87,88,,,,,,,623610,2019,Unified,111689.0,52.7,4.3,85009.0,64.6,3.8
88,88,89,,,,,,,600153,2019,Unified,97286.0,59.9,4.1,71304.0,75.1,3.9
89,89,90,,,,,,,601620,2019,Unified,85646.0,59.7,4.2,62074.0,74.8,4.2
90,90,91,,,,,,,601770,2019,Unified,63509.0,64.5,2.9,47218.0,80.0,3.2
91,91,92,,,,,,,643080,2019,Unified,53090.0,59.2,4.8,39571.0,73.1,5.1
92,92,93,,,,,,,643470,2019,Unified,59902.0,56.1,5.3,43599.0,70.7,3.8
93,93,94,,,,,,,684500,2019,Unified,209759.0,62.4,3.9,163907.0,73.4,3.7
94,94,95,,,,,,,691135,2019,Unified,67443.0,56.2,7.3,55166.0,66.4,6.7
95,95,96,,,,,,,604740,2019,Unified,109524.0,57.9,6.0,77229.0,72.7,5.3
96,96,97,,,,,,,614550,2019,Unified,282604.0,53.4,8.6,215290.0,64.8,8.5
97,97,98,,,,,,,614880,2019,Unified,217318.0,59.3,4.1,159306.0,74.1,4.1
98,98,99,,,,,,,602430,2019,Unified,95444.0,62.8,3.5,74961.0,76.0,3.2
99,99,100,,,,,,,602850,2019,Unified,94744.0,57.3,9.3,71272.0,70.5,8.5
100,100,101,,,,,,,603600,2019,Unified,55367.0,62.4,4.6,43669.0,73.2,4.1
101,101,102,,,,,,,634680,2019,Unified,59672.0,67.6,4.4,46598.0,80.4,4.7
102,102,103,,,,,,,634590,2019,Unified,216256.0,65.7,2.6,165428.0,78.9,2.3
103,103,104,,,,,,,634620,2019,Unified,283660.0,58.7,5.8,202712.0,73.6,5.9
104,104,105,,,,,,,634710,2019,Unified,66278.0,63.8,6.1,51621.0,75.7,6.1
105,105,106,,,,,,,634800,2019,Unified,86220.0,52.4,5.4,57749.0,66.6,4.1
106,106,107,,,,,,,601414,2019,Unified,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
107,107,108,,,,,,,632370,2019,Unified,96402.0,58.8,8.8,74922.0,70.3,8.3
108,108,109,,,,,,,634880,2019,Unified,101057.0,63.2,2.4,74122.0,77.1,1.9
109,109,110,,,,,,,635130,2019,Unified,124160.0,63.0,3.1,89764.0,76.6,2.8
110,110,111,,,,,,,635310,2019,Unified,206347.0,64.8,4.6,163823.0,76.8,4.2
111,111,112,,,,,,,635430,2019,Unified,145555.0,71.7,3.0,120329.0,81.7,3.1
112,112,113,,,,,,,635700,2019,Unified,91219.0,61.9,3.8,64081.0,78.1,3.4
113,113,114,,,,,,,627240,2019,Unified,159703.0,67.0,4.3,121002.0,80.8,4.0
114,114,115,,,,,,,627690,2019,Unified,101467.0,59.4,6.3,74688.0,73.8,5.9
115,115,116,,,,,,,627720,2019,Unified,53039.0,58.9,3.8,32806.0,76.6,3.3
116,116,117,,,,,,,628050,2019,Unified,353106.0,65.3,4.3,277604.0,78.2,3.9
117,117,118,,,,,,,628250,2019,Unified,107834.0,58.7,5.7,82799.0,69.2,5.3
118,118,119,,,,,,,601332,2019,Unified,138033.0,60.2,5.8,108420.0,70.4,5.9
119,119,120,,,,,,,600158,2019,Unified,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
120,0,1,,,,,,,633930,2019,Elementary,56443.0,61.6,5.2,44142.0,73.1,5.2
121,1,2,,,,,,,634920,2019,Elementary,114601.0,67.6,3.1,85308.0,82.5,3.1
122,2,3,,,,,,,628140,2019,Elementary,86182.0,62.0,6.4,62230.0,77.4,5.2
123,3,4,,,,,,,626280,2019,Elementary,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
124,4,5,,,,,,,627180,2019,Elementary,57044.0,59.6,3.6,42078.0,74.6,3.4
125,5,6,,,,,,,627810,2019,Elementary,95966.0,68.6,2.8,75083.0,81.5,3.0
126,6,7,,,,,,,642150,2019,Elementary,69118.0,59.6,5.4,52779.0,74.1,5.0
127,7,8,,,,,,,603630,2019,Elementary,138160.0,52.8,8.5,105814.0,65.1,7.9
128,8,9,,,,,,,606390,2019,Elementary,99085.0,58.7,6.1,76830.0,70.9,5.3
129,9,10,,,,,,,612090,2019,Elementary,72475.0,58.1,4.9,53243.0,73.1,4.6
130,10,11,,,,,,,637380,2019,Elementary,60660.0,53.0,10.7,44266.0,65.7,10.2
131,11,12,,,,,,,630990,2019,Elementary,68327.0,58.1,3.1,46771.0,76.8,3.3
132,12,13,,,,,,,628470,2019,Elementary,141394.0,62.2,5.1,114053.0,72.8,4.8
133,13,14,,,,,,,620880,2019,Elementary,88149.0,51.3,5.3,65729.0,65.1,4.8
134,14,15,,,,,,,639870,2019,Elementary,42017.0,58.7,7.3,33021.0,70.7,6.6
135,15,16,,,,,,,638460,2019,Elementary,76781.0,72.9,2.2,65242.0,80.7,2.2
136,16,17,,,,,,,602310,2019,Elementary,97365.0,64.0,5.7,74881.0,77.0,6.0
137,17,18,,,,,,,602610,2019,Elementary,163233.0,67.7,3.9,133126.0,77.8,3.7
138,18,19,,,,,,,608610,2019,Elementary,253212.0,58.2,10.2,194207.0,70.4,9.1
139,19,20,,,,,,,641040,2019,Elementary,75372.0,52.8,12.5,60965.0,63.6,10.4
140,20,21,,,,,,,642120,2019,Elementary,57794.0,49.7,5.2,42988.0,62.0,5.1
141,21,22,,,,,,,618030,2019,Elementary,67832.0,63.4,3.8,48012.0,79.3,3.9
142,22,23,,,,,,,618870,2019,Elementary,78013.0,67.5,3.6,59214.0,84.3,3.5
143,23,24,,,,,,,635970,2019,Elementary,82879.0,64.3,2.9,62913.0,77.4,3.0
144,24,25,,,,,,,638670,2019,Elementary,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
145,25,26,,,,,,,642450,2019,Elementary,51834.0,59.2,4.4,36923.0,74.9,3.5
146,26,27,,,,,,,616680,2019,Elementary,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
147,27,28,,,,,,,624600,2019,Elementary,68335.0,53.7,11.4,53401.0,64.7,10.3
148,28,29,,,,,,,632130,2019,Elementary,80657.0,68.0,2.6,62456.0,81.3,2.7
149,29,30,,,,,,,625130,2019,Elementary,87944.0,53.6,10.3,67681.0,65.1,9.8
150,30,31,,,,,,,604800,2019,Elementary,72819.0,67.3,5.7,57164.0,80.0,5.5
151,31,32,,,,,,,605580,2019,Elementary,72870.0,62.9,5.2,55300.0,74.8,5.0
152,32,33,,,,,,,611850,2019,Elementary,57575.0,61.6,3.1,44605.0,75.2,3.1
153,33,34,,,,,,,620250,2019,Elementary,117638.0,60.6,7.3,88220.0,74.6,7.0
154,34,35,,,,,,,635590,2019,Elementary,58894.0,60.6,5.5,42991.0,72.3,4.1
155,35,36,,,,,,,635810,2019,Elementary,60349.0,66.7,5.1,47823.0,78.1,4.4
156,36,37,,,,,,,612880,2019,Elementary,132709.0,59.0,3.6,97900.0,72.3,3.7
157,37,38,,,,,,,612750,2019,Elementary,58080.0,60.4,4.0,39768.0,78.9,4.1
158,38,39,,,,,,,612960,2019,Elementary,72988.0,66.0,2.7,57546.0,74.5,2.8
159,39,40,,,,,,,613140,2019,Elementary,76122.0,62.0,3.8,55694.0,78.0,3.9
160,40,41,,,,,,,623430,2019,Elementary,50449.0,62.1,4.7,40263.0,72.4,4.6
161,41,42,,,,,,,614370,2019,Elementary,70381.0,63.6,4.7,53006.0,77.7,4.5
162,42,43,,,,,,,614730,2019,Elementary,95960.0,63.0,4.9,72728.0,75.9,4.7
163,43,44,,,,,,,615510,2019,Elementary,73097.0,53.4,7.6,48325.0,68.0,5.0
164,44,45,,,,,,,624540,2019,Elementary,76415.0,53.4,7.8,53426.0,71.6,5.6
165,45,46,,,,,,,629220,2019,Elementary,99469.0,61.4,5.0,74660.0,74.6,4.7
166,46,47,,,,,,,629580,2019,Elementary,96878.0,56.7,8.3,78286.0,66.3,8.3
167,47,48,,,,,,,606810,2019,Elementary,140589.0,58.8,6.4,104676.0,72.9,5.3
168,48,49,,,,,,,607200,2019,Elementary,76846.0,67.9,2.5,61827.0,80.5,2.4
169,49,50,,,,,,,610290,2019,Elementary,111391.0,60.2,2.2,81455.0,76.6,2.3
170,50,51,,,,,,,605910,2019,Elementary,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
171,51,52,,,,,,,633600,2019,Elementary,82014.0,63.8,3.1,59313.0,81.5,2.7
172,0,1,,,,,,,619540,2019,Secondary,468218.0,55.0,7.4,359791.0,66.9,6.7
173,1,2,,,,,,,606034,2019,Secondary,109418.0,54.8,7.4,78462.0,72.0,5.4
174,2,3,,,,,,,602820,2019,Secondary,292413.0,52.0,6.4,223546.0,63.7,6.2
175,3,4,,,,,,,606019,2019,Secondary,93354.0,53.4,7.4,60383.0,68.7,5.4
176,4,5,,,,,,,601650,2019,Secondary,95161.0,56.4,4.2,60424.0,76.3,3.9
177,5,6,,,,,,,602630,2019,Secondary,324683.0,64.9,4.0,255737.0,76.6,3.9
178,6,7,,,,,,,607230,2019,Secondary,182855.0,66.5,3.0,144318.0,78.8,3.1
179,7,8,,,,,,,607920,2019,Secondary,114726.0,68.0,3.9,93421.0,78.5,3.3
180,8,9,,,,,,,608160,2019,Secondary,338709.0,64.3,4.2,266457.0,75.7,4.0
181,9,10,,,,,,,699011,2019,Secondary,58894.0,60.6,5.5,42991.0,72.3,4.1
182,10,11,,,,,,,630250,2019,Secondary,64227.0,61.7,3.3,43518.0,79.6,2.3
183,11,12,,,,,,,630750,2019,Secondary,79908.0,59.1,1.8,54681.0,75.7,1.6
184,12,13,,,,,,,633630,2019,Secondary,146915.0,62.5,3.2,106923.0,79.1,2.7
185,13,14,,,,,,,633980,2019,Secondary,129762.0,61.2,4.0,101943.0,72.3,4.0
186,14,15,,,,,,,634380,2019,Secondary,139036.0,62.0,3.2,97916.0,77.8,2.9
187,15,16,,,,,,,634980,2019,Secondary,202771.0,67.2,2.9,149177.0,82.0,3.0
188,16,17,,,,,,,635110,2019,Secondary,62898.0,61.7,5.2,43316.0,79.0,5.1
189,17,18,,,,,,,635670,2019,Secondary,110574.0,60.8,4.6,81579.0,74.5,4.2
190,18,19,,,,,,,635830,2019,Secondary,168781.0,64.6,2.7,123579.0,79.2,2.1
191,19,20,,,,,,,636390,2019,Secondary,205952.0,67.1,2.8,157158.0,80.6,2.7
192,20,21,,,,,,,636600,2019,Secondary,82127.0,55.0,4.5,56769.0,72.0,4.2
193,21,22,,,,,,,636972,2019,Secondary,120240.0,47.0,12.5,96295.0,56.6,10.9
194,22,23,,,,,,,638640,2019,Secondary,397443.0,55.8,9.6,303270.0,67.5,8.6
195,23,24,,,,,,,638790,2019,Secondary,95653.0,62.0,3.4,64005.0,80.0,3.3
196,24,25,,,,,,,639930,2019,Secondary,55901.0,57.7,6.1,42686.0,70.7,5.4
197,25,26,,,,,,,642480,2019,Secondary,171938.0,60.3,3.5,129309.0,74.2,3.0
198,26,27,,,,,,,642510,2019,Secondary,208779.0,61.2,3.6,159685.0,73.5,3.4
199,27,28,,,,,,,610860,2019,Secondary,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0
200,28,29,,,,,,,611820,2019,Secondary,445625.0,65.7,4.5,342632.0,79.2,4.5
201,29,30,,,,,,,612070,2019,Secondary,118439.0,54.5,4.1,78822.0,73.4,4.3
202,30,31,,,,,,,612120,2019,Secondary,142085.0,58.3,4.4,104678.0,74.0,4.3
203,31,32,,,,,,,612910,2019,Secondary,135094.0,59.0,3.8,99648.0,72.4,3.8
204,32,33,,,,,,,614430,2019,Secondary,188172.0,65.4,2.2,146697.0,78.4,2.2
205,33,34,,,,,,,614760,2019,Secondary,208709.0,64.1,4.8,157979.0,78.0,4.2
206,34,35,,,,,,,616230,2019,Secondary,391914.0,58.5,6.6,291009.0,72.7,5.8
207,35,36,,,,,,,616500,2019,Secondary,56856.0,52.5,8.5,43781.0,65.0,8.5
208,36,37,,,,,,,618060,2019,Secondary,268457.0,62.0,4.8,194895.0,77.6,4.3
209,37,38,,,,,,,618930,2019,Secondary,122050.0,66.0,3.1,90756.0,83.0,3.0
210,38,39,,,,,,,621600,2019,Secondary,99440.0,63.0,2.9,72255.0,76.9,2.7
211,39,40,,,,,,,624660,2019,Secondary,137172.0,57.4,9.6,106224.0,68.9,8.5
212,40,41,,,,,,,625150,2019,Secondary,211497.0,55.7,7.3,158512.0,69.3,6.8
213,41,42,,,,,,,626310,2019,Secondary,96912.0,67.0,2.9,75135.0,79.8,2.7
214,42,43,,,,,,,626880,2019,Secondary,74329.0,51.5,2.1,46552.0,71.1,2.4
215,43,44,,,,,,,629270,2019,Secondary,263863.0,61.3,4.7,197839.0,74.9,4.5
