,District,Year,Total Enrollment,Percent Change,NCESDist,School District Type,"Population, 16+","Employment Ratio, 16+","Unemployment Rate, 16+","Population, 20-64","Employment Ratio, 20-64","Unemployment Rate, 20-64"
778,San Jose Unified,2016,31928,-1.3867869166383544,634590,Unified,220286.0,64.5,5.0,174843.0,75.4,4.9
779,San Jose Unified,2017,31660,-0.839388624404911,634590,Unified,222431.0,65.1,5.0,173964.0,76.7,5.0
780,San Jose Unified,2018,31042,-1.9519898926089705,634590,Unified,229612.0,65.6,4.2,178013.0,79.0,3.6
781,San Jose Unified,2019,30083,-3.0893627987887378,634590,Unified,216256.0,65.7,2.6,165428.0,78.9,2.3
782,San Juan Unified,2015,49459,,634620,Unified,272754.0,54.5,9.7,195378.0,69.1,9.0
783,San Juan Unified,2016,49177,-0.5701692310802887,634620,Unified,275367.0,57.2,6.6,202595.0,70.9,6.8
784,San Juan Unified,2017,49943,1.5576387335543038,634620,Unified,275336.0,57.6,4.9,199270.0,72.6,4.1
785,San Juan Unified,2018,50404,0.9230522795987424,634620,Unified,284791.0,59.7,5.3,206526.0,74.7,4.9
786,San Juan Unified,2019,50704,0.5951908578684231,634620,Unified,283660.0,58.7,5.8,202712.0,73.6,5.9
787,San Leandro Unified,2015,8542,,634680,Unified,57490.0,64.2,6.1,43090.0,78.1,5.7
788,San Leandro Unified,2016,8618,0.8897213767267619,634680,Unified,60763.0,61.1,3.7,45826.0,73.9,3.9
789,San Leandro Unified,2017,8856,2.7616616384311907,634680,Unified,61057.0,55.7,6.9,44783.0,70.4,7.0
790,San Leandro Unified,2018,8904,0.5420054200542005,634680,Unified,61382.0,66.1,3.0,47952.0,79.0,2.8
791,San Leandro Unified,2019,9040,1.527403414195867,634680,Unified,59672.0,67.6,4.4,46598.0,80.4,4.7
792,San Lorenzo Unified,2015,11933,,634710,Unified,69197.0,62.5,6.0,54170.0,75.0,5.8
793,San Lorenzo Unified,2016,11703,-1.9274281404508504,634710,Unified,66364.0,57.4,3.8,51296.0,71.1,3.4
794,San Lorenzo Unified,2017,11501,-1.726053148765274,634710,Unified,67956.0,61.7,5.7,52018.0,74.8,5.5
795,San Lorenzo Unified,2018,11223,-2.4171811146856794,634710,Unified,63248.0,62.3,3.8,49083.0,75.9,3.3
796,San Lorenzo Unified,2019,10845,-3.3680834001603848,634710,Unified,66278.0,63.8,6.1,51621.0,75.7,6.1
797,San Luis Coastal Unified,2015,7638,,634800,Unified,85272.0,50.9,5.6,57878.0,63.5,5.2
798,San Luis Coastal Unified,2016,7718,1.0473946059177797,634800,Unified,86620.0,52.7,5.0,59503.0,67.4,3.4
799,San Luis Coastal Unified,2017,7754,0.466442083441306,634800,Unified,82604.0,49.9,3.9,54848.0,64.9,3.2
800,San Luis Coastal Unified,2018,7812,0.748001031725561,634800,Unified,84998.0,46.9,7.0,54576.0,63.4,3.7
801,San Luis Coastal Unified,2019,7801,-0.1408090117767537,634800,Unified,86220.0,52.4,5.4,57749.0,66.6,4.1
802,San Marcos Unified,2015,20778,,634880,Unified,97577.0,64.2,3.3,75164.0,76.8,2.8
803,San Marcos Unified,2016,20944,0.798921936663779,634880,Unified,98683.0,62.7,6.3,75310.0,75.7,6.2
804,San Marcos Unified,2017,20971,0.1289152024446142,634880,Unified,101844.0,63.2,3.1,76358.0,76.7,2.6
805,San Marcos Unified,2018,21095,0.5912927375900052,634880,Unified,105597.0,63.4,3.5,77559.0,76.4,3.2
806,San Marcos Unified,2019,20960,-0.6399620763214032,634880,Unified,101057.0,63.2,2.4,74122.0,77.1,1.9
807,San Mateo-Foster City,2015,11966,,634920,Elementary,110570.0,66.6,3.9,84836.0,80.4,3.8
808,San Mateo-Foster City,2016,11957,-0.0752131037940832,634920,Elementary,112664.0,67.7,2.2,85951.0,82.1,2.0
809,San Mateo-Foster City,2017,11815,-1.1875888600819604,634920,Elementary,111373.0,67.2,3.5,83867.0,81.5,3.1
810,San Mateo-Foster City,2018,11705,-0.9310198899703768,634920,Elementary,113011.0,66.3,4.6,85139.0,81.4,4.5
811,San Mateo-Foster City,2019,11553,-1.2985903460059802,634920,Elementary,114601.0,67.6,3.1,85308.0,82.5,3.1
812,San Mateo Union High,2015,8590,,634980,Secondary,193896.0,65.7,4.6,147750.0,79.9,4.0
813,San Mateo Union High,2016,9077,5.669383003492433,634980,Secondary,198179.0,66.7,2.7,150643.0,81.4,2.5
814,San Mateo Union High,2017,9458,4.197422055745291,634980,Secondary,196584.0,65.2,4.1,145990.0,80.3,4.0
815,San Mateo Union High,2018,9559,1.06787904419539,634980,Secondary,197804.0,67.1,4.5,150180.0,81.6,4.2
816,San Mateo Union High,2019,9849,3.0337901454127,634980,Secondary,202771.0,67.2,2.9,149177.0,82.0,3.0
817,San Rafael City High,2015,2404,,635110,Secondary,61727.0,60.5,2.9,46043.0,73.1,3.2
818,San Rafael City High,2016,2519,4.78369384359401,635110,Secondary,60249.0,56.6,5.8,43290.0,69.0,6.4
819,San Rafael City High,2017,2646,5.041683207622072,635110,Secondary,62219.0,59.0,3.0,42630.0,74.7,2.6
820,San Rafael City High,2018,2625,-0.7936507936507936,635110,Secondary,62501.0,61.2,2.5,44553.0,77.2,2.5
821,San Rafael City High,2019,2749,4.723809523809524,635110,Secondary,62898.0,61.7,5.2,43316.0,79.0,5.1
822,San Ramon Valley Unified,2015,32233,,635130,Unified,111402.0,61.2,3.7,82611.0,75.6,3.8
823,San Ramon Valley Unified,2016,32394,0.4994881022554525,635130,Unified,114947.0,62.9,3.1,84259.0,77.6,3.2
824,San Ramon Valley Unified,2017,32471,0.237698339198617,635130,Unified,117364.0,62.0,2.9,83977.0,77.1,2.9
825,San Ramon Valley Unified,2018,32101,-1.139478303717163,635130,Unified,115651.0,62.8,3.5,84122.0,77.7,3.7
826,San Ramon Valley Unified,2019,31878,-0.6946824086477057,635130,Unified,124160.0,63.0,3.1,89764.0,76.6,2.8
827,Santa Ana Unified,2015,53787,,635310,Unified,199088.0,62.0,5.8,164665.0,71.6,5.6
828,Santa Ana Unified,2016,52317,-2.7330023983490435,635310,Unified,203467.0,63.8,5.8,165953.0,74.2,5.2
829,Santa Ana Unified,2017,50943,-2.6262973794368945,635310,Unified,202369.0,67.2,4.3,167187.0,76.5,3.9
830,Santa Ana Unified,2018,49267,-3.2899515144377047,635310,Unified,204650.0,65.2,4.7,166525.0,75.5,4.6
831,Santa Ana Unified,2019,47873,-2.8294801794304507,635310,Unified,206347.0,64.8,4.6,163823.0,76.8,4.2
832,Santa Clara Unified,2015,15370,,635430,Unified,136269.0,66.9,4.1,110953.0,78.6,3.8
833,Santa Clara Unified,2016,15388,0.1171112556929082,635430,Unified,136476.0,66.3,4.6,111351.0,76.1,4.4
834,Santa Clara Unified,2017,15483,0.6173641798804262,635430,Unified,142806.0,66.3,3.0,113366.0,78.0,3.0
835,Santa Clara Unified,2018,15362,-0.7815022928373055,635430,Unified,144845.0,66.9,4.3,114579.0,78.6,4.3
836,Santa Clara Unified,2019,15277,-0.5533133706548626,635430,Unified,145555.0,71.7,3.0,120329.0,81.7,3.1
837,Santa Cruz City Elementary,2015,2294,,635590,Elementary,59554.0,52.6,7.0,42245.0,65.0,4.9
838,Santa Cruz City Elementary,2016,2206,-3.836094158674804,635590,Elementary,59126.0,56.8,8.7,41080.0,71.5,6.0
839,Santa Cruz City Elementary,2017,2096,-4.986400725294652,635590,Elementary,60106.0,58.5,9.2,42942.0,69.1,8.5
840,Santa Cruz City Elementary,2018,1982,-5.438931297709924,635590,Elementary,58345.0,56.4,7.7,39320.0,69.7,5.5
841,Santa Cruz City Elementary,2019,1976,-0.3027245206861755,635590,Elementary,58894.0,60.6,5.5,42991.0,72.3,4.1
842,Santa Cruz City High,2015,4637,,635600,Secondary,86454.0,56.0,6.3,62885.0,68.2,4.9
843,Santa Cruz City High,2016,4577,-1.2939400474444684,635600,Secondary,82371.0,57.0,6.7,58377.0,70.2,4.8
844,Santa Cruz City High,2017,4630,1.1579637317019882,635600,Secondary,87243.0,57.6,8.7,61931.0,69.5,8.3
845,Santa Maria Joint Union High,2015,7900,,635670,Secondary,110534.0,63.1,6.8,84856.0,75.1,6.7
846,Santa Maria Joint Union High,2016,7858,-0.5316455696202532,635670,Secondary,116290.0,63.6,4.6,89563.0,76.5,4.4
847,Santa Maria Joint Union High,2017,7947,1.1326037159582591,635670,Secondary,113804.0,62.1,5.1,88217.0,73.6,4.8
848,Santa Maria Joint Union High,2018,8166,2.755756889392224,635670,Secondary,115026.0,62.9,5.2,87728.0,74.4,5.6
849,Santa Maria Joint Union High,2019,8657,6.012735733529268,635670,Secondary,110574.0,60.8,4.6,81579.0,74.5,4.2
850,Santa Monica-Malibu Unified,2015,11218,,635700,Unified,96285.0,64.1,6.5,73144.0,76.6,5.8
851,Santa Monica-Malibu Unified,2016,10986,-2.06810483152077,635700,Unified,96195.0,63.4,5.8,71723.0,76.8,6.0
852,Santa Monica-Malibu Unified,2017,10791,-1.774986346258875,635700,Unified,94060.0,60.6,6.1,66652.0,75.1,5.5
853,Santa Monica-Malibu Unified,2018,10616,-1.6217218052080435,635700,Unified,92599.0,63.9,4.7,67507.0,78.0,5.0
854,Santa Monica-Malibu Unified,2019,10332,-2.675207234363225,635700,Unified,91219.0,61.9,3.8,64081.0,78.1,3.4
855,Saugus Union,2015,9983,,635970,Elementary,85220.0,66.9,5.2,67333.0,79.3,4.5
856,Saugus Union,2016,9896,-0.8714815185815887,635970,Elementary,85551.0,66.8,5.5,68880.0,77.1,5.1
857,Saugus Union,2017,9958,0.6265157639450283,635970,Elementary,81336.0,66.3,4.9,64711.0,77.1,3.8
858,Saugus Union,2018,9789,-1.6971279373368149,635970,Elementary,81398.0,67.2,5.1,64879.0,77.6,4.8
859,Saugus Union,2019,9704,-0.8683215854530595,635970,Elementary,82879.0,64.3,2.9,62913.0,77.4,3.0
860,Sequoia Union High,2015,9716,,636390,Secondary,203149.0,64.1,4.4,154994.0,76.7,4.4
861,Sequoia Union High,2016,9858,1.4615067929188963,636390,Secondary,205226.0,67.2,3.2,158417.0,79.7,3.1
862,Sequoia Union High,2017,9974,1.176709271657537,636390,Secondary,211668.0,67.5,3.4,163709.0,79.3,3.2
863,Sequoia Union High,2018,10197,2.235813114096651,636390,Secondary,210381.0,66.3,3.8,159619.0,78.2,4.0
864,Sequoia Union High,2019,10142,-0.5393743257820928,636390,Secondary,205952.0,67.1,2.8,157158.0,80.6,2.7
865,Shasta Union High,2015,5628,,636600,Secondary,81278.0,52.2,4.6,56065.0,66.2,4.6
866,Shasta Union High,2016,5685,1.0127931769722816,636600,Secondary,85090.0,50.4,6.0,58273.0,64.8,5.5
867,Shasta Union High,2017,5566,-2.0932277924362355,636600,Secondary,83709.0,54.2,3.5,58414.0,68.2,3.0
868,Shasta Union High,2018,5616,0.8983111749910169,636600,Secondary,80061.0,49.6,8.5,57090.0,62.5,8.3
869,Shasta Union High,2019,5545,-1.2642450142450143,636600,Secondary,82127.0,55.0,4.5,56769.0,72.0,4.2
870,Victor Valley Union High,2015,11873,,636972,Secondary,119933.0,42.8,17.4,90013.0,54.2,15.0
871,Victor Valley Union High,2016,12148,2.3161795670849825,636972,Secondary,119572.0,46.4,13.4,93484.0,56.0,12.6
872,Victor Valley Union High,2017,11086,-8.742179782680276,636972,Secondary,117728.0,47.1,13.2,90104.0,58.7,11.7
873,Victor Valley Union High,2018,11327,2.1739130434782608,636972,Secondary,116166.0,45.9,8.5,90657.0,56.1,6.9
874,Victor Valley Union High,2019,11648,2.8339366116359144,636972,Secondary,120240.0,47.0,12.5,96295.0,56.6,10.9
875,South Bay Union,2015,7586,,637380,Elementary,68743.0,53.8,11.3,53468.0,63.7,11.1
876,South Bay Union,2016,7374,-2.794621671500132,637380,Elementary,68587.0,52.4,13.9,52245.0,64.5,13.1
877,South Bay Union,2017,7376,0.027122321670735,637380,Elementary,62341.0,57.1,6.5,48207.0,69.0,5.4
878,South Bay Union,2018,7197,-2.4267895878524945,637380,Elementary,63817.0,51.5,9.6,49014.0,63.1,8.4
879,South Bay Union,2019,6948,-3.459774906210921,637380,Elementary,60660.0,53.0,10.7,44266.0,65.7,10.2
880,South San Francisco Unified,2015,8924,,637530,Unified,68667.0,64.9,4.6,51951.0,80.4,4.0
881,South San Francisco Unified,2016,8860,-0.7171671896010758,637530,Unified,,,,,,
882,South San Francisco Unified,2017,8679,-2.0428893905191874,637530,Unified,,,,,,
883,South San Francisco Unified,2018,8462,-2.50028805161885,637530,Unified,,,,,,
884,South San Francisco Unified,2019,8411,-0.6026943984873553,637530,Unified,75398.0,68.0,2.7,56546.0,82.9,2.6
885,Stockton Unified,2015,40271,,638010,Unified,155924.0,47.9,14.7,120345.0,57.5,14.0
886,Stockton Unified,2016,40912,1.5917161232648809,638010,Unified,160180.0,51.5,12.1,123391.0,62.6,11.5
887,Stockton Unified,2017,40775,-0.3348650762612437,638010,Unified,156327.0,52.8,7.1,119729.0,64.8,6.4
888,Stockton Unified,2018,41571,1.9521765787860208,638010,Unified,151285.0,55.8,7.3,117028.0,67.6,7.4
889,Stockton Unified,2019,41615,0.1058430155637343,638010,Unified,155674.0,53.8,9.2,119564.0,65.1,8.2
890,Sulphur Springs Union,2015,5383,,638220,Elementary,51930.0,66.6,7.0,41064.0,79.9,6.9
891,Sulphur Springs Union,2016,5370,-0.2415010217350919,638220,Elementary,49169.0,64.1,6.2,38665.0,76.0,5.8
892,Sulphur Springs Union,2017,5395,0.4655493482309125,638220,Elementary,52545.0,62.3,5.8,41518.0,73.2,6.0
893,Sulphur Springs Union,2018,5336,-1.0936051899907322,638220,Elementary,48889.0,64.4,6.1,38224.0,73.3,6.6
894,Sunnyvale,2015,6637,,638460,Elementary,73639.0,69.3,4.9,60969.0,79.7,4.9
895,Sunnyvale,2016,6534,-1.5519059816182008,638460,Elementary,76665.0,69.5,3.9,63552.0,80.0,3.8
896,Sunnyvale,2017,6570,0.5509641873278237,638460,Elementary,75985.0,69.9,4.1,63458.0,79.7,4.1
897,Sunnyvale,2018,6663,1.4155251141552512,638460,Elementary,75440.0,75.2,3.3,64869.0,84.5,3.1
898,Sunnyvale,2019,6421,-3.6319975986792734,638460,Elementary,76781.0,72.9,2.2,65242.0,80.7,2.2
899,Sweetwater Union High,2015,40544,,638640,Secondary,387982.0,55.6,8.4,303427.0,66.9,8.0
900,Sweetwater Union High,2016,40154,-0.9619179163378058,638640,Secondary,391423.0,54.8,10.0,302625.0,66.6,9.0
901,Sweetwater Union High,2017,40243,0.2216466603576231,638640,Secondary,390043.0,54.6,9.0,301252.0,67.1,7.5
902,Sweetwater Union High,2018,39856,-0.9616579280868722,638640,Secondary,393289.0,55.5,8.2,304721.0,67.6,7.5
903,Sweetwater Union High,2019,39477,-0.9509233239662788,638640,Secondary,397443.0,55.8,9.6,303270.0,67.5,8.6
904,Tamalpais Union High,2015,4461,,638790,Secondary,96348.0,62.3,3.2,65205.0,79.3,3.1
905,Tamalpais Union High,2016,4668,4.640215198386012,638790,Secondary,97603.0,62.5,4.3,65278.0,76.4,4.2
906,Tamalpais Union High,2017,4807,2.9777206512425023,638790,Secondary,93797.0,59.0,5.0,62959.0,74.3,5.4
907,Tamalpais Union High,2018,5013,4.285417100062409,638790,Secondary,95733.0,63.9,2.5,62202.0,80.9,2.4
908,Tamalpais Union High,2019,5095,1.6357470576501096,638790,Secondary,95653.0,62.0,3.4,64005.0,80.0,3.3
909,Torrance Unified,2015,23775,,639420,Unified,122352.0,60.0,5.3,90060.0,75.5,4.4
910,Torrance Unified,2016,23612,-0.6855941114616193,639420,Unified,119717.0,61.7,4.9,91008.0,75.2,4.8
911,Torrance Unified,2017,23408,-0.8639674741656784,639420,Unified,120535.0,59.0,5.0,88316.0,74.9,5.2
912,Torrance Unified,2018,23302,-0.4528366370471633,639420,Unified,118365.0,61.3,3.1,86119.0,77.5,3.1
913,Torrance Unified,2019,22932,-1.5878465367779588,639420,Unified,116254.0,64.7,2.5,87823.0,78.5,2.4
914,Tustin Unified,2015,24058,,640150,Unified,105199.0,66.4,4.4,84306.0,76.8,4.0
915,Tustin Unified,2016,24104,0.1912045889101338,640150,Unified,108180.0,66.5,4.9,84467.0,78.5,3.9
916,Tustin Unified,2017,23997,-0.4439097245270494,640150,Unified,111766.0,65.6,2.6,85832.0,78.7,2.1
917,Tustin Unified,2018,23749,-1.033462516147852,640150,Unified,108282.0,66.5,4.8,83813.0,78.4,4.4
918,Tustin Unified,2019,23410,-1.4274285233062445,640150,Unified,107732.0,66.0,3.4,83740.0,77.5,3.6
919,Vacaville Unified,2015,12814,,640590,Unified,64864.0,58.6,7.2,48138.0,72.1,6.4
920,Vacaville Unified,2016,12925,0.8662400499453722,640590,Unified,65562.0,61.3,3.6,48504.0,76.0,3.7
921,Vacaville Unified,2017,13163,1.841392649903288,640590,Unified,68475.0,58.5,4.1,50726.0,71.6,3.8
922,Vacaville Unified,2018,13249,0.6533465015573957,640590,Unified,66026.0,61.4,2.4,48455.0,74.3,2.5
923,Vacaville Unified,2019,13447,1.4944524115027549,640590,Unified,64631.0,60.6,3.5,48773.0,74.0,3.4
924,Vallejo City Unified,2015,14705,,640740,Unified,102119.0,53.7,10.3,77495.0,64.9,9.7
925,Vallejo City Unified,2016,14533,-1.1696701802108127,640740,Unified,101111.0,57.3,10.6,76769.0,69.2,10.4
926,Vallejo City Unified,2017,14468,-0.4472579646322163,640740,Unified,100578.0,57.7,9.5,75673.0,70.4,8.7
927,Vallejo City Unified,2018,14287,-1.251036770804534,640740,Unified,103200.0,60.0,7.7,76606.0,74.6,6.5
928,Vallejo City Unified,2019,13710,-4.038636522712956,640740,Unified,103302.0,60.0,5.9,77539.0,72.7,5.9
929,Victor Elementary,2015,12297,,641040,Elementary,73021.0,44.4,19.6,54985.0,55.4,17.0
930,Victor Elementary,2016,12744,3.6350329348621617,641040,Elementary,73616.0,47.2,16.2,56454.0,57.8,15.6
931,Victor Elementary,2017,12934,1.490897677338355,641040,Elementary,73642.0,47.4,16.4,55064.0,60.5,14.6
932,Victor Elementary,2018,12769,-1.2757074377609403,641040,Elementary,73301.0,47.6,8.8,55510.0,59.8,6.9
933,Victor Elementary,2019,12837,0.5325397446941813,641040,Elementary,75372.0,52.8,12.5,60965.0,63.6,10.4
934,Vista Unified,2015,25215,,641190,Unified,117691.0,61.3,6.7,87665.0,75.2,6.2
935,Vista Unified,2016,25128,-0.3450327186198691,641190,Unified,120959.0,60.3,3.5,93169.0,72.3,2.8
936,Vista Unified,2017,24690,-1.7430754536771726,641190,Unified,124276.0,63.3,4.8,95392.0,75.5,4.3
937,Vista Unified,2018,24174,-2.0899149453219925,641190,Unified,127715.0,63.4,3.9,98075.0,76.6,3.3
938,Vista Unified,2019,23892,-1.1665425663936462,641190,Unified,129796.0,63.5,4.1,100208.0,76.1,4.0
939,Westside Union Elementary,2015,9067,,642120,Elementary,59551.0,51.0,8.4,46517.0,61.0,7.2
940,Westside Union Elementary,2016,9301,2.5807874710488585,642120,Elementary,53786.0,51.7,6.8,42318.0,62.3,5.9
941,Westside Union Elementary,2017,9433,1.4192022363186754,642120,Elementary,60018.0,51.6,4.3,46370.0,61.9,4.0
942,Westside Union Elementary,2018,9622,2.0036043676455,642120,Elementary,59420.0,52.5,3.6,45222.0,64.2,3.5
943,Westside Union Elementary,2019,9686,0.6651423820411556,642120,Elementary,57794.0,49.7,5.2,42988.0,62.0,5.1
944,Westminster,2015,9396,,642150,Elementary,68232.0,58.4,5.6,50347.0,73.9,5.3
945,Westminster,2016,9328,-0.7237122179650916,642150,Elementary,67232.0,57.1,5.5,50362.0,71.5,5.7
946,Westminster,2017,9256,-0.7718696397941681,642150,Elementary,67476.0,57.9,6.0,49850.0,72.8,6.3
947,Westminster,2018,9114,-1.5341400172860846,642150,Elementary,69721.0,56.5,5.7,51164.0,72.7,5.4
948,Westminster,2019,9030,-0.9216589861751152,642150,Elementary,69118.0,59.6,5.4,52779.0,74.1,5.0
949,Whittier City Elementary,2015,6068,,642450,Elementary,56985.0,60.6,5.1,43769.0,74.4,4.8
950,Whittier City Elementary,2016,6059,-0.1483190507580751,642450,Elementary,53140.0,60.3,5.5,40146.0,74.1,5.5
951,Whittier City Elementary,2017,6089,0.4951312097705892,642450,Elementary,54807.0,57.8,3.5,41780.0,71.1,3.1
952,Whittier City Elementary,2018,6063,-0.4269995073082608,642450,Elementary,51933.0,62.1,3.6,40434.0,75.7,3.3
953,Whittier City Elementary,2019,6013,-0.8246742536698005,642450,Elementary,51834.0,59.2,4.4,36923.0,74.9,3.5
954,Whittier Union High,2015,12456,,642480,Secondary,186085.0,58.3,6.2,145658.0,70.6,5.9
955,Whittier Union High,2016,12048,-3.275529865125241,642480,Secondary,175273.0,58.5,5.3,134590.0,71.3,5.0
956,Whittier Union High,2017,11792,-2.1248339973439574,642480,Secondary,177140.0,58.6,3.5,133678.0,72.9,3.2
957,Whittier Union High,2018,11345,-3.790705563093623,642480,Secondary,180579.0,59.1,4.5,138665.0,72.9,4.3
958,Whittier Union High,2019,11157,-1.6571176729836934,642480,Secondary,171938.0,60.3,3.5,129309.0,74.2,3.0
959,William S. Hart Union High,2015,27115,,642510,Secondary,218386.0,62.9,6.3,171082.0,74.6,5.6
960,William S. Hart Union High,2016,26777,-1.246542504148995,642510,Secondary,217047.0,62.6,6.2,169739.0,73.8,5.9
961,William S. Hart Union High,2017,25037,-6.498114053105277,642510,Secondary,208964.0,62.6,5.0,163856.0,73.5,4.6
962,William S. Hart Union High,2018,24377,-2.6360985741103167,642510,Secondary,212478.0,62.6,5.4,166464.0,72.7,5.4
963,William S. Hart Union High,2019,23904,-1.940353612011322,642510,Secondary,208779.0,61.2,3.6,159685.0,73.5,3.4
964,Irvine Unified,2015,32283,,684500,Unified,188288.0,56.7,5.1,146481.0,67.2,4.9
965,Irvine Unified,2016,33352,3.3113403339218785,684500,Unified,190354.0,59.4,5.8,146391.0,70.5,5.4
966,Irvine Unified,2017,34581,3.684936435596066,684500,Unified,193438.0,60.3,4.3,155000.0,70.2,4.1
967,Irvine Unified,2018,35255,1.9490471646279748,684500,Unified,202295.0,59.0,4.1,157006.0,69.7,3.5
968,Irvine Unified,2019,36110,2.425187916607573,684500,Unified,209759.0,62.4,3.9,163907.0,73.4,3.7
969,Val Verde Unified,2015,19833,,691135,Unified,68697.0,55.6,10.7,53982.0,65.5,10.2
970,Val Verde Unified,2016,19924,0.458831240861191,691135,Unified,61066.0,54.0,5.9,46370.0,66.1,5.1
971,Val Verde Unified,2017,20215,1.4605500903433046,691135,Unified,72651.0,55.7,10.8,57404.0,67.8,10.5
972,Val Verde Unified,2018,20109,-0.5243630967103636,691135,Unified,,,,,,
973,Val Verde Unified,2019,19917,-0.954796359838878,691135,Unified,67443.0,56.2,7.3,55166.0,66.4,6.7
